,Title,Site,Description,Address,PhoneNumber,ProfileUrl
123,Ensinger Precision Components,https://www.ensinger-pc.com/,"
 Ensinger Precision Components offers a wide range of products and services. Our Plastock® line specializes in Delrin® plastic spur gears in different pitches, as well as other mechanical-drive components. We also produce sprockets and roller chain. Our products are available as stock items or are customized.","11 Danco Road,Putnam,CT,06260","800-752-7865,860-928-7911",https://www.iqsdirectory.com/profile/ensinger-precision-components-64070/
124,"EnviroTech Molded Products, Inc.",http://empslc.com/,"
 EnviroTech Molded Products offers a wide range of services -- bulk injection molding, conventional injection molding, custom injection molding and more.  Contact us today for all of your plastic injection molding needs.","1075 West North Temple,Salt Lake City,UT,84116",801-323-2900,https://www.iqsdirectory.com/profile/envirotech-molded-products-58369/
125,"Esterle Mold & Machine Company, Inc.",https://www.esterle.com/,"
 Esterle Mold & Machine Company is the logical choice for custom injection molding. With over 30 years of injection molding experience, we know what it takes to deliver quality plastic parts quickly and efficiently. Plus, we are the mold making experts, offering mold design and precision mold manufacturing. For full service injection molding there is no better choice, so give us a call or visit our website to see how we can serve you!","1539 Commerce Dr,Stow,OH,44224",330-686-1685,https://www.iqsdirectory.com/profile/esterle-mold-and-machine-58436/
126,EVCO Plastics,https://www.evcoplastics.com/,"
 EVCO Plastics is a manufacturer of custom injection molded thermoplastics. We also do insert molding. We take a project at the design stage and see it through mold construction to assembly. More of our services include in-mold decorating, over molding, two-shot molding and gas assist molding.","100 West North St,De Forest,WI,53532",800-507-6000,https://www.iqsdirectory.com/profile/evco-plastics-58465/
127,Extreme Molding LLC,https://www.extrememolding.com/,"
 At Extreme Molding, we supply high performance plastic specialty healthcare products as well as a variety of consumer products. We have the unique ability to mold both silicones and plastics right under the same roof. With custom injection molding, overmolding, and a multitude of secondary operations, we can satisfy almost any of your plastic needs. Contact us today to discuss your applications and get started designing your plastic solution!","25 Gibson Street,Watervliet,NY,12189",518-326-9319,https://www.iqsdirectory.com/profile/extreme-molding-76762/
128,Fabrik Molded Plastics Inc.,http://www.fabrikind.com/index.html,"
 For all your precision injection molding needs, Fabrik Molded Plastics has the services to meet and exceed your requirements. Our engineering team will work closely with you to understand all the fine details of your product and can provide prototype and production molds to your specifications. From design and development to production, we have the experience and expertise to supply you with the highest quality, precision plastic components. Call us or visit our website for detailed information!","5213 Prime Parkway,McHenry,IL,60050",815-385-9480,https://www.iqsdirectory.com/profile/fabrik-molded-plastics-76763/
129,Falcon Plastics Inc.,https://falconplastics.com/,"
 Falcon Plastics is a leading plastic injection molding company. We have set ourselves apart by offering a variety of unique molding and manufacturing services including: high speed injection molding, overmolding, insert molding, blow molding, product development, mold making, and assembly services. With 86 injection molding presses of sizes up to 1000 tons, we can mold almost any plastic part you could ever need. Give us a call or visit our website for more details!","1313 Western Avenue,Brookings,SD,57006",605-696-2500,https://www.iqsdirectory.com/profile/falcon-plastics-76764/
130,Falpaco Plastic and Rubber Inc.,http://www.falpaco.com/en/,"
 With our more than 15 years of experience, we are able to give our customers a competitive advantage when we create for them world class plastic injection molded parts and flexible molded rubber parts. We can manufacture in-house any mold needed in injection processes, compression and metal stamping.","825 J.A. Bombardier,Granby,QC,J2J 1E9",450-378-3348,https://www.iqsdirectory.com/profile/falpaco-plastic-and-rubber-70944/
131,FCI Molded Products Inc.,https://www.fcimoldedproducts.com/,"
 At FCI Molded Products, our specialty is in small, custom plastic injection molding. We stock an enormous selection of injection molded plastics, such as fasteners, furniture parts, casters, wheels, glides and more. We are able to manufacture any product in plastic, and are ISO 9001 certified.","550 Applewood Crescent,Concord,ON,L4K 4B4",800-849-4011,https://www.iqsdirectory.com/profile/fci-molded-products-68506/
132,"Ferguson Production, Inc.",http://www.fergusonproduction.com/,"
 Injection molding is our specialty at Ferguson Production. We can handle almost any project with our 34 injection molding presses ranging from 35 to 1,650 tons and our extensive list of services. We can provide all your custom tooling with our in-house tool shop, and we utilize several molding methods including overmolding, gas assist molding, and insert molding. Give us a call or visit our website for more information!","2130 Industrial Drive,McPherson,KS,67460",620-241-2400,https://www.iqsdirectory.com/profile/ferguson-production-76765/
133,Ferriot Inc.,http://www.ferriot.com,"
 Ferriot provides quality injection molded plastics. Our plastic injection molding is utilized by a variety of industries. We can help you design and manufacture your molded plastics.  With our quality custom plastic injection molding, we can finish and assemble your product.","1000 Arlington Circle,Akron,OH,44306",330-786-3000,https://www.iqsdirectory.com/profile/ferriot-58672/
134,Five Star Plastics,https://www.five-star-plastics.com/,"
 We are Five Star Plastics, and five-star service is what we offer all of our customers big or small! We are the experts in the field of injection molded plastics, and we remained independently owned and operated. We have many capabilities, including rapid tooling, design solutions, cast models, injection molding, fast prototypes, hot stamping, assembly, and more. We are pioneers of our industry, and we have experience that leads back over 100 years. All of our processes take place in one facility to save on time and maximize efficiency. Find out more by contacting us today!","1339 Continental Drive,Eau Claire,WI,54701",715-831-1682,https://www.iqsdirectory.com/profile/five-star-plastics-76325/
135,"Flair Molded Plastics, Inc.",https://flairplastics.com/,"
 As an ISO 9002 certified company, Flair Molded Plastics is dedicated to providing high quality injection molded plastic parts. With 30 injection molding machines and a fully equipped tooling shop, we can take your project from design to final product fast. Hot stamping, sonic welding, assembly, machining, and many other services are also available to satisfy all of your product requirements. Give us a call to discuss your applications, and we will have a solution for you in no time!","2521 Lynch Road,Evansville,IN,47711",812-425-6165,https://www.iqsdirectory.com/profile/flair-molded-plastics-76767/
136,Forecast 3D,https://www.forecast3d.com/,"
 Here at Forecast 3D, we have a passion for ideas, design, and manufacturing. We are excited to work with your ideas to create a solution for your next project. Whether you need CNC machining, injection molding, stereolithography, selective laser sintering, or hybrid tooling services, we have what it takes to get the job done. We specialize in rapid prototyping, additive machining, and custom short-run production. Give us a call or visit our website for a full look at our exceptional services!","2221 Rutherford Rd,Carlsbad,CA,92008",800-549-5414,https://www.iqsdirectory.com/profile/forecast-3d-76769/
137,"Fox Valley Molding, Inc.",http://www.foxvalleymolding.com/index2.htm,"
 Fox Valley Molding has the plastic injection molding expertise & service you're looking for! With a range of thermoset, thermoplastic & insert molding capabilities, our electrical, consumer & communication molded plastic parts conform to great quality. Try our assembly machining & mold repair services! We are ISO 9001:2000 certified. We also provide value added services & quality customer service.","113 S Center St.,Plano,IL,60545",630-552-3176,https://www.iqsdirectory.com/profile/fox-valley-molding-71926/
138,Fraen Corporation,https://www.fraen.com/,"
 Injection molded plastics is just one of many different products and services offered by Fraen. We also offer insert molding. Our other capabilities include automated assembly, plastic optics, stepper motors, screw machining and much more. Contact us to see what we can do for you!",",Reading,MA,01867",800-370-0078,https://www.iqsdirectory.com/profile/fraen-58941/
139,"Fram Trak™ Industries, Inc.",http://framtrak.com,"
 Fram Trak™ manufactures stock and custom plastic injection mold  products. Products produced by us range from engineering-grade to medical-grade items plus items such as point of purchase display components. We also design molds and/or have the capability to modify existing molds. Contact us.","205 Hallock Avenue,Middlesex,NJ,08846",732-424-8400,https://www.iqsdirectory.com/profile/fram-trak-58943/
140,FRC Group/ Filter Research Corp,http://www.frccorp.com/index.html,"
 Exceptional quality and service have always been synonymous with FRC Group/ Filter Research Corp. We offer our customers the flexibility and responsiveness of a small business, yet still have the technology, resources and high standards that you expect from a leader in the industry. Our customers know that we never lose sight of our commitment to be the best.","1270 Clearmont Street NE,Palm Bay,FL,32905",321-676-3300,https://www.iqsdirectory.com/profile/frc-group-filter-research-77766/
141,Freudenberg Medical,https://www.freudenbergmedical.com/en/,"
 Freudenberg Medical is a global partner and CDMO for innovative medical devices, components and product solutions. With 11 manufacturing operations and more than 1,500 associates worldwide, Freudenberg Medical offers a wide range of capabilities from high precision components and tubing to drug coatings, finished devices, composite catheter shafts and hypotubes for minimally invasive, handheld, and catheter-based devices.","5050 Rivergrade Road,Baldwin Park,CA,91706",626-814-9684,https://www.iqsdirectory.com/profile/freudenberg-medical-75730/
142,"G&F Industries, Inc.",https://gandfprecision.com/,"
 Operating since 1962, our ISO 9000-certified facility excels at plastic injection molding and making the molds used. To date, we have performed custom plastic injection molding for automotive, consumer, electronic, industrial, medical and safety industries. Over, insert and close-tolerance molding.",",Sturbridge,MA,01566",508-347-9132,https://www.iqsdirectory.com/profile/g-and-f-69691/
143,"Geiger Plastics, Inc.",http://www.geigerplastics.com/,"
 Since 1960, we have worked closely with the aerospace and electronic industries, supplying small custom molded precision plastic parts. We maintain a fully equipped mold making shop on-site, so we can quickly meet all your custom molding needs. We offer a variety of custom plastic components like bobbins, bushings, connectors, insulators, potting cups, housings, gears, and much more. Give us a call, and we can get you the precision plastic components for your project!","16150 Maple Ave,Gardena,CA,90248",310-327-9926,https://www.iqsdirectory.com/profile/geiger-plastics-76770/
144,Global Plastics,http://www.global-plastics.com/,"
 Global Plastics is your source for a full range of injection molding services. With over 50 injection molding presses, insert molding, and many post molding capabilities, we can mold parts of almost any shape, size, and complexity. Our capabilities are paired with an outstanding engineering team that will work with you every step of the way to ensure your product is perfect for your applications. Give us a call or visit our website for a complete look at all our services!","6739 Guion Rd,Indianapolis,IN,46268",317-299-2345,https://www.iqsdirectory.com/profile/global-plastics-76773/
145,"Globe Plastics, Inc.",http://www.globecomposites.com/index.html,"
 Globe Plastics is a full-service manufacturer leading the way in injection and compression molding of composite materials for high-strength applications. Also providing transfer molding for high-heat components and injection molding for thermoplastic and thermoset products.","13477 12th St,Chino,CA,91710","800-806-6018,Michael Marvin",https://www.iqsdirectory.com/profile/globe-plastics-59282/
146,"GMB Plastics, Inc.",http://www.gmbplastics.com/,"
 At GMB Plastics, we are an ISO 9001:2008 certified plastic injection molding company, and we continuously strive to exceed your expectations. It is our goal to provide quality molded plastic products on your schedule and within your budget. With a fully equipped tool and die shop, we can help you design molds and inserts to create a perfect molded solution for your project. Give us a call today!","4490 Alicia Lane,Cumming,GA,30028",770-887-8008,https://www.iqsdirectory.com/profile/gmb-plastics-76774/
147,Granite State Plastics,http://www.granitestateplastics.com/,"
 Here at Granite State Plastics, your success is our mission. That is why we offer a full range of injection molding services as well as a multitude of packaging, machining, assembly, and decorating services. Our experienced team of engineers will work closely with you to fully understand your requirements, and we will help you develop a cost-effective solution. For all your molding needs, we supply tight tolerance components with short lead times, so contact us today!","15 Tinker Ave,Londonderry,NH,03053",603-595-7790,https://www.iqsdirectory.com/profile/granite-state-plastics-76775/
148,GreenLeaf Industries,https://greenleaf.biz/,"
 At GreenLeaf Industries, we offer unmatched overall value in every aspect of your project. Custom injection molding is our specialty, and we are one of the few companies in the world using solely all-electric molding machines. When partnered with us, you can expect the highest quality service and molded products delivered on time at the best prices in the industry. Our goal is 100% customer satisfaction, so give us a call or visit our website to see how we can serve you!","310 Bussel Ferry Rd,Lenoir City,TN,37771",865-988-5661,https://www.iqsdirectory.com/profile/greenleaf-76776/
149,"Griff Industries,  Inc.",http://www.griffindustries.com/,"
 Griff Industries specializes in manufacturing and supplying disposable and re-usable plastic medical products. We are a full service FDA approved injection molding company, offering design, mold construction, molding, packaging, and secondary operation services. Our qualified engineers are more than capable of handling all of your product requirements, and they will help you design and manufacture a cost-effective, functional solution for your applications. Contact us today for more information!","4515 Runway Dr,Lancaster,CA,93536",661-728-0111,https://www.iqsdirectory.com/profile/griff-76777/
150,"GRW Technologies, Inc.",http://www.soehnergroup.com/grw/en/,"
 GRW Technologies is a manufacturer of injection molded plastics, using engineering-grade thermoplastics plus reinforced and high-performance plastics. We serve a variety of industries including automotive, medical, electrical and many more.","4460 44th St SE,Grand Rapids,MI,49512",616-575-8119,https://www.iqsdirectory.com/profile/grw-technologies-59429/
151,GW Plastics Inc.,http://www.gwplastics.com,"
 GW Plastics is a global leader in plastic injection molding and contract manufacturing. With over 60 years of experience in the molding industry, we supply unparalleled molded thermoplastic and silicone solutions. When you work with GW Plastics, you have the support of our expert engineers and master craftsmen, so we can guarantee excellent design support, precision mold construction, and quality molded parts. We can meet virtually any requirement, so give us a call to discuss your applications!","239 Pleasant St,Bethel,VT,05032",802-234-9941,https://www.iqsdirectory.com/profile/gw-plastics-76778/
152,H & L Advantage,http://hladvantage.com/,"
 We offer over a century of combined expertise in injection molding, tool building, and assembly. Capabilities include insert molding, shuttle molding, and standard horizontal presses. We are experienced with a variety of materials--ABC, acetals, filled polymers, HDPE, nylon, PPO, PVC, TPO, TPR and more.","3500 Busch Dr,Grandville,MI,49418",800-581-2343,https://www.iqsdirectory.com/profile/h-and-l-advantage-59472/
153,Hamelin Enterprises,http://www.hamelin-ent.com/,"
 Hamelin Enterprises is one of the most experienced Canadian injection molding companies. We have been in the business for over 33 years, so we have can provide expert design and polymer assistance as well as fast, accurate, and efficient molding services. We utilize injection molding machines in sizes up to 1000 tons, so we can mold all your parts, big or small. Give us a call or visit our website to discover how we can serve you!","150 Industrial Blvd,Boucherville,QC,J4B 2X3",800-667-1425,https://www.iqsdirectory.com/profile/hamelin-enterprises-76780/
154,Hansen Plastics Corporation,https://www.hansenplastics.com/,"
 Here at Hansen Plastics, we manufacture and supply the very best custom injection molded products in the industry. Along with quality products, we also strive to provide the highest quality services. We offer engineering, insert molding, assembly, and decoration services to meet the needs of a wide range of industries. Regardless of your applications, we have the plastic solutions you need! So give us a call or visit our website!","1270 Abbott Dr,Elgin,IL,60123",847-741-4510,https://www.iqsdirectory.com/profile/hansen-plastics-76781/
155,"Hart Enterprises, Inc.",https://hartneedles.com/,"
 At Hart Enterprises, we are dedicated to turning your ideas into quality medical devices. To meet all your medical manufacturing needs we provide both metal and plastic fabrication services. We specialize in manufacturing custom hypodermic needles, small diameter tubes, and custom medical devices. With our variety of contract manufacturing and injection molding services, we can meet all of your medical device requirements. Contact us today to get started on your medical device solutions!","400 Apple Jack Court,Sparta,MI,49345",616-887-0400,https://www.iqsdirectory.com/profile/hart-enterprises-76783/
156,"Hartlage Manufacturing, Inc,",http://www.hartlagemanufacturing.com/,"
 As an ISO 9001:2008 certified injection molding company, we at HMI understand quality, and we strive to provide you with the highest value products. Our molding presses range from 40 to 440 tons, so we can manufacture your plastic parts, big or small. Our experienced engineers and craftsmen also provide you with expert design assistance and mold construction. We guarantee quality products and service at affordable prices. Visit our website or call us for more information!","2 Quality Place,Buckner,KY,40010",502-222-0488,https://www.iqsdirectory.com/profile/hartlage-manufacturing-76784/
157,HCM Plastics Inc.,http://www.hcmplastics.com/,"
 HCM Plastics is a reliable injection molding company dedicated to quality and total customer satisfaction. We offer a variety of molding and secondary options including assembly and packaging services. We also mold a variety of engineered resins like polyethylene, acrylic, pvc and much more. Check out our website or give us a call for more detailed information about our exceptional services!","1992 Kelp Ave,Fairfield,IA,52556",641-472-5955,https://www.iqsdirectory.com/profile/hcm-plastics-76785/
158,"Heritage Plastics, Inc.",https://heritage-plastics.com/index.htm,"
 Heritage Plastics has molded plastic materials to improve productivity and performance of plastic injection molding. Our main focus is on Minapol™; additive technology. We are the world's main supplier of mineral concentrates to polyolefin processors. Custom plastic injection molding is also a main focus.","1002 Hunt St,Picayune,MS,39466",800-245-4623,https://www.iqsdirectory.com/profile/heritage-plastics-68503/
159,"Hi-Tech Mold and Tool, Inc.",http://hitechmoldtool.com/,"
 Hi-Tech Mold & Tool was established in 1983 and is located in Pittsfield, MA. We are a full service injection molder of engineering thermoplastics and silicone, supplying custom molded parts for a variety of markets including Medical, Aerospace, Telecommunications, Electronics and more. We have a comprehensive secondary operations department for assembly, finishing, and packaging. We are ISO 9001:2000 and AS9100 certified.","1 Technology Drive West,Pittsfield,MA,01201",413-443-9184,https://www.iqsdirectory.com/profile/hi-tech-mold-and-tool-74148/
160,"Hicks Plastics Company, Inc.",http://www.hicksplastics.com/,"
 Hicks Plastics has the molded plastic solutions you need. With 24 injection molding machines in sizes up to 1500 tons, we can mold plastic parts of almost any size, and we also offer insert molding services. We are an ISO 9001:2000 registered company, so quality is our first priority. Contact us today to discuss your plastic molding needs, and we will provide you with the very best solutions in the industry!","51308 Industrial Dr,Macomb Township,MI,48042",586-786-5640,https://www.iqsdirectory.com/profile/hicks-plastics-76787/
161,High Sierra Plastics,http://highsierraplastics.com/,"
 High Sierra Plastics is your medical packaging specialist. With injection molding, thermoforming, and mold making capabilities, we can take on even your most challenging projects and create a perfect solution for you. We employ a highly skilled workforce of expert engineers and master craftsmen to ensure that from beginning to end your product will be in the most capable hands. Along with medical packaging, we can also manufacture consumer packaging and injection molded components.","375 Joe Smith Rd,Bishop,CA,93514",760-873-5600,https://www.iqsdirectory.com/profile/high-sierra-plastics-76788/
162,"Hillsman Modular Molding, Inc.",http://www.hmmi.com/,"
 Hillsman Modular Molding specializes in injection molded plastics, insert molded plastics and thermoset plastics. Call us today for quality plastic injection molding products.","189 Churchill Dr,Sparta,TN,38583",321-269-9040,https://www.iqsdirectory.com/profile/hillsman-modular-molding-59778/
163,Homeland Vinyl Products Inc.,http://homelandvinyl.com,"
 Homeland Vinyl Products Inc. has been a recognized leader in Injection Molding since 1946. Our mission is to produce high quality Injection Molded plastic parts that consistently meet our customers needs. From product design and engineering to mold construction and part production, Homeland Vinyl Products Inc. offers some of the finest and most reliable injection molding services available.","140 Industrial Drive,Birmingham,AL,35217-0729",(800)999-6813,https://www.iqsdirectory.com/profile/homeland-vinyl-products-74147/
164,"Hueter Toledo, Inc./ HTI Plastic",http://www.htiplastics.com,"
 Hueter Toledo, Inc. injection molds graphics and component parts for a wide range of industries and applications with complete in-house tooling, molding, and decorating capabilities and over 40 years experience producing quality parts to customer specifications. Some applications for our custom plastic injection molded products include: nameplates, POP displays, labels and plastic components parts.","605 East Center Street,Bellevue,OH,44811",800-537-1601,https://www.iqsdirectory.com/profile/hueter-toledo-hti-plastic-74172/
165,"IFSCO Industries, Inc.",http://www.ifscoind.com,"
 The Illinois Fibre Specialty Company, Inc. has been in business since 1946 and is a leader in a variety of products from dip molded plastics to vinyl fabrics. We have a reputation of high quality products and superior customer service. We work with all things furniture, from the manufacturing to reconditioning. IFSCO has experience with commercial, residential and institutional furniture. You can count on us for your next project. If furniture is not your thing, we have four separate divisions to our brand; call us today for more information.","4301 S. Western Blvd.,Chicago,IL,60609",773-376-1122,https://www.iqsdirectory.com/profile/ifsco-76920/
166,"Imperial Plastics, Inc.",http://www.imperialplastics.com,"
 As one of the first injection molders in the Midwest, we have the experience to tackle your most challenging projects and manufacture solutions for almost any application. We can offer a wide variety of injection molding processes as well as design and engineering services. Imperial Plastics, Inc. is the source for all your plastic part needs, large or small, and we are ready to work with you to find a cost-effective solution for your project. Visit our website or give us a call for more information!","21400 Hamburg Ave.,Lakeville,MN,55044",(952)469-4951,https://www.iqsdirectory.com/profile/imperial-plastics-76758/
167,Imperial Tool & Plastics Corporation,http://www.itplastics.net,"
 If you are looking for an injection molded plastic mold builder, here we are. We also do part and mold design, new mold sampling and production molding. Plus, we repair and upgrade molds. We have been in business since 1978—call us today to put over 25 years of experience to work for your organization!","7020 W. Industrial Loop,Greendale,WI,53129",414-421-2884,https://www.iqsdirectory.com/profile/imperial-tool-and-plastics-60066/
168,Intertech Plastics,https://www.intertechplastics.com,"
 Intertech Plastics, LLC, 2019 Plastics News Processor of the Year, is a leading custom injection molder specializing in highly engineered, tight tolerance manufacturing in a controlled environment. Our Part Perfect commitment leverages the company’s more than 40 years of experience and advanced manufacturing innovations and processes to deliver zero-defect solutions that meet the needs and exceed the expectations of our customers.  With more than 50 injection mold machines ranging from 30 to 1,500 tons, Intertech is a world-class manufacturer investing in the right talent, technology and processes to deliver solutions that focus on defect prevention, consistency and repeatability. The company utilizes process controls and automated quality compliance systems. Additionally, its fully automated production lines are monitored by innovative vision systems that ensure every part makes the grade down to the millionth of an inch. ","12850 E. 40th Avenue,Denver,CO,80239",816-305-2397,https://www.iqsdirectory.com/profile/intertech-plastics-71856/
169,Iten Industries,https://www.itenindustries.com/,"
 Iten Industries carries out plastic fabrication, stamping, molding and CNC machining for thermoplastic and thermoset plastic parts. We offer secondary operations such as silk screening, coating and special packaging as well. Our award-winning company is ISO 9001 registered and U.L. recognized.","4602 Benefit Avenue,Ashtabula,OH,44005",800-227-4836,https://www.iqsdirectory.com/profile/iten-60426/
170,"J.G. Plastics Group, Inc.",https://www.jgplastics.com/,"
 J.G. Plastics specializes in the manufacture of plastic injection molded products for the medical, electronics and consumer industries. We also do insert molding, overmolding, thermoset molding and more. Complete engineering services and mold making also are available. ",",Costa Mesa,CA,92626",714-751-4266,https://www.iqsdirectory.com/profile/jg-plastics-group-66158/
171,Jackson Manufacturing,https://jackson-mfg.com,"
 Jackson Manufacturing is a custom contract manufacturing plastic injection molding facility that does contract assembly. We are able to handle simple components or sub-assemblies to finished product. Taking you from molding to the final packaging explains why we are high volume contract assembly specialists.","500 Jacobsen Drive,Maquoketa,IA,52060",888-923-6903,https://www.iqsdirectory.com/profile/jackson-manufacturing-70659/
172,"Jet Plastics, Inc.",https://www.jetplastics.com/,"
 Over 50 years of continuous improvement & customer satisfaction makes Jet Plastics a foremost plastic extruder of a comprehensive variety of custom plastic extrusions. From simple plastic profiles, tubes & channels to complex designs & multi-durometer & multicolor extrusions, we prove our extruded plastics are more cost-effective. We are your number one supplier for plastic extrusion applications.","941 N. Eastern Avenue,Los Angeles,CA,90063","800-375-2784,800-385-2784",https://www.iqsdirectory.com/profile/jet-plastics-72052/
173,Kaysun Corporation,https://www.kaysun.com/,"
 Trust Kaysun’s more than 60 years of injection molding expertise to convert your ideas into highly engineered injection molded products of superior precision & quality. Bring us your most challenging critical application projects for complex, high-tolerance plastic injection molded products & assemblies.","5500 West Drive,Manitowoc,WI,54220",800-852-9786,https://www.iqsdirectory.com/profile/kaysun-71559/
174,"Kennerley-Spratling, Inc.",http://www.ksplastic.com/,"
 Here at Kennerley-Spratling, Inc., we have providing reliable service and high quality molded products since 1955. We have experience manufacturing custom plastic components for the medical, electronics, consumer, and many other industries. As an ISO 9001:2008 certified company, meeting your specifications with quality molded solutions is our priority. We even have our own class 100,000 clean room and many secondary operations to satisfy all of your requirements. Contact us today!","2116 Farallon Drive,San Leandro,CA,94577",(510)351-8230,https://www.iqsdirectory.com/profile/kennerley-spratling-76786/
175,Koller-Craft,http://www.koller-craft.com,"
 As one of the Midwest’s oldest plastic molders, Koller-Craft has craftsmanship built into its name. We take pride in our quality injection molding work. Large to small parts, short to long runs. Excelling at product design, prototyping, close tolerance molding, insert molding & secondary services.","1400 South Old Highway 141,Fenton,MO,63026",636-343-9220,https://www.iqsdirectory.com/profile/koller-craft-71557/
176,"Leco Plastics, Inc.",https://lecoplastics.com/,"
 At Leco Plastics, we provide years of extrusion experience. We offer custom plastic extrusions, and we specialize in belts, straps, locks, rivets, seals and much more. Since 1946, we have been providing products to the packaging industry. Contact us for more information today!","130 Gamewell Street,Hackensack,NJ,07601",201-343-3330,https://www.iqsdirectory.com/profile/leco-plastics-61193/
177,Lomont Molding LLC,https://www.lomont.com/,"
 Lomont Molding LLC is a manufacturer of high-pressure injection molded thermoplastics using closed loop systems. We also do Low-Pressure Structural Foam Molding, Gas Assist, Over-Molding, In-mold Decorating and Profile Extrusions, modifications of the injection molding process, using all types of thermo-plastic resins. Phone, fax or e-mail your ideas or questions.","1516 E. Mapleleaf Drive,Mt. Pleasant,IA,52641-3117",800-776-0380,https://www.iqsdirectory.com/profile/lomont-molding-61360/
178,"Madan Plastics, Inc.",https://madanplastics.com/,"
 Madan Plastics provides high-tonnage injection molding. Some of our services include custom plastic injection molding and tool building. We also offer large part molding, injection presses, engineering, mold making, secondary operations and much more.","370 North Avenue,Cranford,NJ,07016",908-276-8484,https://www.iqsdirectory.com/profile/madan-plastics-61523/
179,"Marlborough Plastics, Inc.",https://www.marlboroughplastics.com/,"
 Dedicated to providing the highest quality injection molded plastic components and with over 40 years of experience, Marlborough Plastics is your thermoplastics specialist. Design engineers using the most advanced equipment are ready to adapt to existing ideas or create custom designs to suit your needs. Explore injection molding possibilities with us, from design to delivery we are here for you.","226 North Main Street,Marlborough,CT,06447",860-295-9124,https://www.iqsdirectory.com/profile/marlborough-plastics-61658/
180,Maryland Plastic Products,https://marylandplasticprdts.com/,"
 Maryland Plastic Products offers thermoset and thermoplastic injection molded plastics. We also offer compression and transfer molding. Our services have been utilized by several different industries since 1965. Contact us today for more information on our plastic injection molding.",",Bel Air,MD,21014",410-838-4114,https://www.iqsdirectory.com/profile/maryland-plastic-products-61692/
181,Master Tool Company,https://mastertoolusa.com/,"
 At Master Tool Company, we specialize in plastic extrusions and injection molding for industries such as marine, construction, electronics, consumer products, and more. We manufacture a variety of rigid and flexible PVC profiles and shapes as well as custom parts. Our products can also be customized through colors and other additions including UV protection for outdoor applications. We value quality, so we offer a lifetime guarantee for any tooling we do.","6115 NW 153rd Street,Miami Lakes,FL,",(305)557-1020,https://www.iqsdirectory.com/profile/master-tool-77752/
182,MCM Composites,https://www.mcmusa.net/index.html,"
 MCM Composites is the premier specialist in Thermoset Plastic, Injection, Compression and Transfer Moldings. We provide tooling design services, secondary operations and metal conversions for various industries. With over 30 years of injection molding expertise, MCM Composites not only meets exact customer requirements but supports their projects with an array of secondary services. We can provide a combination of injection molding, assembly, and machining for a variety of industries, including Food & Beverage. Contact us today to learn more!","1315 S. 41st St.,Manitowoc,WI,54220",866-977-0977,https://www.iqsdirectory.com/profile/mcm-composites-78251/
183,Mega Corporation,http://www.megacorporation.com,"
 Mega Corporation is a provider of quality services such as injection molding and insert molding.  We also offer prototypes, electromechanical assembly, ultrasonic welding, as well as design and development.  As an injection molded plastics provider we are committed to quality and service.","516 Morse Avenue,Schaumburg,IL,60193",800-980-2010,https://www.iqsdirectory.com/profile/mega-61839/
184,Melet Plastics,http://www.meletplastics.com/,"
 Melet has been a go-to supplier for many of North America's leading manufacturers seeking repeatable quality for almost 50 years. We specialize in complex, highly engineered parts, especially those requiring tight tolerances and low error rates. And while we're capable of handling runs of almost any size and duration, we are particularly adept with short to medium production runs with tight turnaround times.","34 DeBaets Street,Winnipeg,MB,R2J 3S9",204-667-6635,https://www.iqsdirectory.com/profile/melet-plastics-78239/
185,MGS MFG. Group,http://www.mgstech.com,"
 With over 30 years of experience, MGS has developed a reputation for providing innovative manufacturing solutions. The most successful companies in the world partner with MGS. The MGS MFG. Group is dedicated to servicing the plastics industry through its core competencies: engineering, design, product and process development, tooling, injection molding, automation systems, turnkey manufacturing cells and multishot technologies.","W188 N11707 Maple Road,Germantown,WI,53022","(262)255-5790,262-255-5790",https://www.iqsdirectory.com/profile/mgs-mfg-group-77624/
186,"Micro Plastics, Inc",https://secure.microplastics.com/,"
 For more than 50 years Micro Plastics, Inc. has been the world’s premier choice for plastic fasteners. We are committed to meet your every fastener need; offering custom molding, professional color-matching and custom packaging solutions. We have many items, including screws, nuts, washers, spacers, bushings, panel fasteners, hole plugs, circuit board hardware, hose clamps, wire handling clips, cable ties, and more.","11 INDUSTRY LN,Flippin,AR,72634",(870)453-2261,https://www.iqsdirectory.com/profile/micro-plastics-77751/
187,Mid-America Plastic Company,https://www.midwest-plastics.com/,"
 Injection molding facility, Mid-America Plastic Company, was established in 1968 to offer custom plastic molding at its ISO 9002 quality registered facility. With injection and insert molding specialties, we offer simple to complex plastic products from a choice of plastic materials. Examples of our products produced include automotive switches, lenses, bearings, valves, gears and actuators.","500 E. Avon Street,Foreston,IL,61030",815-938-3110,https://www.iqsdirectory.com/profile/mid-america-plastic-72470/
188,Minnesota Rubber & Plastics,https://www.mnrubber.com,"
 For more than 70 years, Minnesota Rubber & Plastics has helped world-class organizations solve the most difficult sealing and component challenges. We develop highly-engineered, critical-to-function custom-molded solutions for the Medical, Transportation, Water and Food & Beverage markets. We can support our customers wherever they do business--and our global footprint spans North America, Europe, and China.","1100 Xenium Lane N.,Minneapolis,MN,55441",952-927-1400,https://www.iqsdirectory.com/profile/minnesota-rubber-and-plastics-62175/
